Transaction_ID,Date,Year,Month,Quarter,Customer_ID,Bank,Branch,Sector,Transaction_Type,Debit_Credit,Amount_NGN,Account_Balance_NGN,Interest_Rate_pct,NPL_Flag,Exchange_Rate_USD,Outlier_Flag
TXN000374,2022-08-01,2022,August,Q3,CUST1065,Access Bank,Branch_08,Individual,ATM Withdrawal,Debit,1762840.44,2816333.66,13.45,No,982.56,No
TXN000114,2022-08-01,2022,August,Q3,CUST1307,UBA,Branch_18,Corporate,Loan Repayment,Debit,1313644.24,282977.81,9.76,No,1062.43,No
TXN001993,2022-08-01,2022,August,Q3,CUST1180,UBA,Branch_04,SME,Interest Credit,Credit,356816.49,530721.17,11.55,No,1169.89,No
TXN000962,2022-08-02,2022,August,Q3,CUST1055,FirstBank Nigeria,Branch_06,Individual,ATM Withdrawal,Debit,,0.0,11.87,No,1210.33,No
TXN000059,2022-08-05,2022,August,Q3,CUST1215,Access Bank,Branch_09,Government,ATM Withdrawal,Debit,1414763.63,2705774.41,13.77,No,1273.53,No
TXN001702,2022-08-05,2022,August,Q3,CUST1413,GTBank,Branch_01,Retail,Loan Repayment,Debit,253027.69,825661.35,17.03,No,1282.88,No
TXN001886,2022-08-06,2022,August,Q3,CUST1222,FirstBank Nigeria,Branch_19,Corporate,POS Payment,Debit,1071293.33,0.0,11.81,No,1498.62,No
TXN000013,2022-08-06,2022,August,Q3,CUST1390,Zenith Bank,Branch_17,Corporate,Loan Repayment,Debit,748140.75,186186.06,8.57,No,1530.72,No
TXN001068,2022-08-06,2022,August,Q3,CUST1340,Access Bank,Branch_08,SME,Wire Transfer,Credit,1519938.61,1975577.5,24.15,No,839.62,No
TXN000045,2022-08-07,2022,August,Q3,CUST1352,Access Bank,Branch_18,Corporate,Loan Repayment,Debit,1608317.66,0.0,18.72,No,1168.88,No
TXN000585,2022-08-07,2022,August,Q3,CUST1458,Zenith Bank,Branch_02,Retail,Wire Transfer,Credit,1770485.7,5216201.78,13.82,Yes,914.13,No
TXN000651,2022-08-08,2022,August,Q3,CUST1490,GTBank,Branch_11,Government,ATM Withdrawal,Debit,848471.65,2743015.47,15.27,No,855.07,No
TXN001055,2022-08-08,2022,August,Q3,CUST1138,Zenith Bank,Branch_04,SME,Withdrawal,Debit,1131104.08,3026872.65,18.62,No,1379.4,No
TXN000191,2022-08-08,2022,August,Q3,CUST1004,Zenith Bank,Branch_05,Government,Interest Credit,Credit,2951978055.39,3505245.83,15.82,No,1473.4,Yes
TXN000910,2022-08-08,2022,August,Q3,CUST1168,FirstBank Nigeria,Branch_07,Corporate,ATM Withdrawal,Debit,804435.14,722400.58,5.67,No,822.03,No
TXN001145,2022-08-10,2022,August,Q3,CUST1365,Access Bank,Branch_12,Individual,Loan Repayment,Debit,1950393.59,0.0,13.05,No,1155.29,No
TXN001744,2022-08-10,2022,August,Q3,CUST1015,Zenith Bank,Branch_04,Government,Deposit,Credit,169327.76,169327.76,15.16,No,959.53,No
TXN000402,2022-08-11,2022,August,Q3,CUST1396,GTBank,Branch_09,SME,Withdrawal,Debit,1717497.95,0.0,8.16,Yes,1373.51,No
TXN001612,2022-08-12,2022,August,Q3,CUST1374,Zenith Bank,Branch_09,Individual,Loan Repayment,Debit,,2556458.35,15.36,No,1031.82,No
TXN000555,2022-08-13,2022,August,Q3,CUST1183,Zenith Bank,Branch_13,Corporate,Deposit,Credit,863715.14,5615006.79,16.71,Yes,1168.88,No
TXN001959,2022-08-14,2022,August,Q3,CUST1179,GTBank,Branch_03,Government,Transfer,Debit,827344.17,932392.62,9.42,Yes,1475.33,No
TXN001136,2022-08-14,2022,August,Q3,CUST1320,UBA,Branch_13,Corporate,ATM Withdrawal,Debit,,0.0,5.88,No,826.71,No
TXN000495,2022-08-16,2022,August,Q3,CUST1411,Zenith Bank,Branch_07,Government,Wire Transfer,Credit,45984.86,4342967.26,9.47,No,1214.46,No
TXN001202,2022-08-17,2022,August,Q3,CUST1305,Zenith Bank,Branch_04,Individual,Deposit,Credit,1477491.27,1879522.16,10.22,No,857.15,No
TXN000646,2022-08-17,2022,August,Q3,CUST1390,FirstBank Nigeria,Branch_17,Government,Deposit,Credit,1514789.4,1809913.04,6.31,No,1254.2,No
TXN001202,2022-08-17,2022,August,Q3,CUST1305,Zenith Bank,Branch_04,Individual,Deposit,Credit,5791041904.66,1879522.16,10.22,No,857.15,Yes
TXN001619,2022-08-18,2022,August,Q3,CUST1171,UBA,Branch_11,Individual,Transfer,Debit,1047977.55,1808278.16,5.75,No,1151.43,No
TXN000618,2022-08-18,2022,August,Q3,CUST1141,GTBank,Branch_10,Corporate,Wire Transfer,Credit,1750048.78,2495979.68,15.39,No,1104.06,No
TXN001769,2022-08-19,2022,August,Q3,CUST1216,Zenith Bank,Branch_16,Retail,POS Payment,Debit,988963.78,2037336.62,15.99,No,991.5,No
TXN000192,2022-08-19,2022,August,Q3,CUST1239,Zenith Bank,Branch_11,Government,Transfer,Debit,1296746.53,103797.02,19.15,Yes,1422.15,No
TXN000494,2022-08-19,2022,August,Q3,CUST1372,FirstBank Nigeria,Branch_01,Individual,Loan Repayment,Debit,1853496.03,2417686.49,22.01,No,1041.78,No
TXN001716,2022-08-19,2022,August,Q3,CUST1368,GTBank,Branch_17,SME,Wire Transfer,Credit,276981.6,4908588.33,23.57,No,956.57,No
TXN001686,2022-08-20,2022,August,Q3,CUST1038,Access Bank,Branch_19,Corporate,Wire Transfer,Credit,94256.23,1808278.16,15.41,No,950.62,No
TXN001103,2022-08-20,2022,August,Q3,CUST1227,UBA,Branch_14,Corporate,Withdrawal,Debit,408481.81,567008.96,16.34,No,810.68,No
TXN000412,2022-08-21,2022,August,Q3,CUST1169,Access Bank,Branch_01,Government,Wire Transfer,Credit,421802.55,3439874.56,8.56,No,957.12,No
TXN001151,2022-08-21,2022,August,Q3,CUST1224,FirstBank Nigeria,Branch_18,Government,POS Payment,Debit,341858.81,1297074.61,20.76,No,1105.43,No
TXN001758,2022-08-22,2022,August,Q3,CUST1304,UBA,Branch_14,Retail,Wire Transfer,Credit,134457.69,1615531.8,21.13,No,1470.9,No
TXN000012,2022-08-23,2022,August,Q3,CUST1005,UBA,Branch_09,SME,Interest Credit,Credit,223548.57,3640951.45,13.76,No,1576.1,No
TXN001010,2022-08-23,2022,August,Q3,CUST1015,GTBank,Branch_12,Government,ATM Withdrawal,Debit,1581897.3,0.0,12.3,No,1066.17,No
TXN000795,2022-08-24,2022,August,Q3,CUST1284,GTBank,Branch_02,Government,Interest Credit,Credit,389209.69,957484.74,16.63,No,1579.01,No
TXN001347,2022-08-25,2022,August,Q3,CUST1058,GTBank,Branch_09,Retail,Wire Transfer,Credit,367125.44,367125.44,11.72,No,1562.02,No
TXN001347,2022-08-25,2022,August,Q3,CUST1058,GTBank,Branch_09,Retail,Wire Transfer,Credit,367125.44,367125.44,11.72,No,1562.02,No
TXN000703,2022-08-26,2022,August,Q3,CUST1361,Access Bank,Branch_16,Government,Deposit,Credit,713361.97,3075669.53,18.97,Yes,845.62,No
TXN001453,2022-08-26,2022,August,Q3,CUST1227,FirstBank Nigeria,Branch_01,Corporate,Transfer,Debit,264432.01,876896.03,24.1,No,1122.38,No
TXN001714,2022-08-27,2022,August,Q3,CUST1371,GTBank,Branch_06,Individual,Wire Transfer,Credit,1649825.65,2540283.18,21.85,No,1235.39,No
TXN001549,2022-08-27,2022,August,Q3,CUST1287,UBA,Branch_11,Government,Transfer,Debit,988943.64,0.0,24.43,No,851.79,No
TXN001343,2022-08-27,2022,August,Q3,CUST1105,Zenith Bank,Branch_06,Corporate,Deposit,Credit,1319358.59,1808278.16,22.89,No,1589.02,No
TXN001917,2022-08-27,2022,August,Q3,CUST1418,Zenith Bank,Branch_14,SME,ATM Withdrawal,Debit,427375.19,0.0,20.88,No,937.01,No
TXN000719,2022-08-27,2022,August,Q3,CUST1009,FirstBank Nigeria,Branch_20,Government,Transfer,Debit,920595.95,0.0,13.2,No,1168.88,No
TXN001206,2022-08-27,2022,August,Q3,CUST1221,GTBank,Branch_02,SME,Interest Credit,Credit,1231355.15,1640960.04,15.74,No,1068.1,No
TXN000257,2022-08-29,2022,August,Q3,CUST1044,GTBank,Branch_14,Individual,Loan Repayment,Debit,1378422.61,844973.41,21.86,No,891.08,No
TXN001470,2022-08-29,2022,August,Q3,CUST1088,Zenith Bank,Branch_16,Corporate,Loan Repayment,Debit,1196463.42,0.0,17.54,No,1068.75,No
TXN000888,2022-08-29,2022,August,Q3,CUST1106,GTBank,Branch_05,Retail,Transfer,Debit,,3720454.99,20.71,No,1238.82,No
TXN001162,2022-08-29,2022,August,Q3,CUST1389,GTBank,Branch_17,Government,POS Payment,Debit,1547952.29,0.0,18.92,No,1019.43,No
TXN000528,2022-08-30,2022,August,Q3,CUST1012,GTBank,Branch_07,Government,POS Payment,Debit,91461.63,2259722.26,12.14,No,759.6,No
TXN000354,2022-08-30,2022,August,Q3,CUST1316,Zenith Bank,Branch_17,Retail,Withdrawal,Debit,995729.26,0.0,17.07,No,1168.88,No
TXN000645,2022-08-31,2022,August,Q3,CUST1417,GTBank,Branch_03,Corporate,Transfer,Debit,1376250.29,0.0,11.34,No,1111.08,No
TXN000647,2022-09-01,2022,September,Q3,CUST1240,Zenith Bank,Branch_04,Retail,Deposit,Credit,603640.79,1811160.23,5.7,No,1532.08,No
TXN000065,2022-09-02,2022,September,Q3,CUST1161,UBA,Branch_17,Corporate,Transfer,Debit,433161.09,1199468.19,14.7,Yes,1257.27,No
TXN000638,2022-09-02,2022,September,Q3,CUST1418,Zenith Bank,Branch_05,SME,Deposit,Credit,9588524364.36,1648045.39,6.61,No,1053.78,Yes
TXN001991,2022-09-02,2022,September,Q3,CUST1024,UBA,Branch_18,Individual,Wire Transfer,Credit,84406.28,475741.98,18.74,No,1103.54,No
TXN001236,2022-09-02,2022,September,Q3,CUST1142,GTBank,Branch_17,Government,ATM Withdrawal,Debit,918913.76,805939.95,22.84,No,1513.41,No
TXN000436,2022-09-03,2022,September,Q3,CUST1054,FirstBank Nigeria,Branch_16,Individual,Wire Transfer,Credit,13744.04,13744.04,21.78,No,1065.52,No
TXN000293,2022-09-03,2022,September,Q3,CUST1436,FirstBank Nigeria,Branch_11,SME,Transfer,Debit,1652860.18,0.0,18.74,Yes,1168.88,No
TXN001058,2022-09-05,2022,September,Q3,CUST1309,UBA,Branch_15,Corporate,Withdrawal,Debit,408985.16,1808278.16,14.5,No,1082.11,No
TXN000752,2022-09-05,2022,September,Q3,CUST1056,Zenith Bank,Branch_12,Retail,Interest Credit,Credit,1045793.61,5870197.81,7.74,Yes,1007.77,No
TXN000058,2022-09-05,2022,September,Q3,CUST1395,UBA,Branch_11,SME,Deposit,Credit,1065724.12,2608558.41,18.07,Yes,760.75,No
TXN000446,2022-09-06,2022,September,Q3,CUST1210,Zenith Bank,Branch_10,Individual,Loan Repayment,Debit,1152000.97,3320662.17,17.83,No,1051.84,No
TXN001018,2022-09-06,2022,September,Q3,CUST1328,Zenith Bank,Branch_11,Retail,Withdrawal,Debit,448416.71,3230989.42,21.18,No,1482.18,No
TXN000046,2022-09-06,2022,September,Q3,CUST1434,Access Bank,Unknown,Government,Transfer,Debit,1335321.68,1614125.26,24.27,No,1270.75,No
TXN000575,2022-09-07,2022,September,Q3,CUST1427,FirstBank Nigeria,Branch_19,Individual,Withdrawal,Debit,260249.55,863032.8,17.97,No,1432.72,No
TXN001059,2022-09-07,2022,September,Q3,CUST1474,Zenith Bank,Branch_18,Government,POS Payment,Debit,1965401.18,7639258.83,21.09,No,971.23,No
TXN001399,2022-09-07,2022,September,Q3,CUST1219,UBA,Branch_05,Individual,Transfer,Debit,564153.3,1148197.72,19.27,No,1064.13,No
TXN000575,2022-09-07,2022,September,Q3,CUST1427,FirstBank Nigeria,Branch_19,Individual,Withdrawal,Debit,260249.55,863032.8,17.97,No,1432.72,No
TXN001383,2022-09-07,2022,September,Q3,CUST1054,FirstBank Nigeria,Branch_03,Corporate,Transfer,Debit,1836045.34,0.0,15.14,No,753.26,No
TXN001916,2022-09-08,2022,September,Q3,CUST1197,Zenith Bank,Branch_06,SME,Deposit,Credit,1301504.97,1301504.97,16.59,No,1549.81,No
TXN001000,2022-09-09,2022,September,Q3,CUST1474,FirstBank Nigeria,Branch_12,SME,Transfer,Debit,524358.35,9604660.01,8.93,No,1525.81,No
TXN001090,2022-09-09,2022,September,Q3,CUST1107,Zenith Bank,Branch_15,Retail,Transfer,Debit,1955830.45,105495.91,18.77,No,1560.09,No
TXN001090,2022-09-09,2022,September,Q3,CUST1107,Zenith Bank,Branch_15,Retail,Transfer,Debit,1955830.45,105495.91,18.77,No,1560.09,No
TXN001297,2022-09-10,2022,September,Q3,CUST1205,UBA,Branch_01,Corporate,Transfer,Debit,887041.02,0.0,18.27,No,1291.24,No
TXN000898,2022-09-10,2022,September,Q3,CUST1400,GTBank,Branch_19,Individual,Interest Credit,Credit,1642775.83,2579001.48,14.8,No,1485.59,No
TXN001622,2022-09-10,2022,September,Q3,CUST1413,UBA,Branch_16,Retail,Interest Credit,Credit,1078689.04,1078689.04,9.79,No,1041.51,No
TXN000372,2022-09-10,2022,September,Q3,CUST1212,Access Bank,Branch_17,Individual,Wire Transfer,Credit,1912402.55,2192579.34,8.06,No,1375.78,No
TXN001060,2022-09-10,2022,September,Q3,CUST1313,Access Bank,Branch_06,Retail,Transfer,Debit,370023.3,3052512.91,21.05,No,1184.79,No
TXN001140,2022-09-11,2022,September,Q3,CUST1383,Access Bank,Branch_03,Corporate,POS Payment,Debit,1636682.63,0.0,22.16,No,812.81,No
TXN000766,2022-09-15,2022,September,Q3,CUST1345,Zenith Bank,Branch_05,Government,POS Payment,Debit,,384196.85,17.58,No,1067.31,No
TXN001525,2022-09-16,2022,September,Q3,CUST1229,GTBank,Branch_16,SME,Withdrawal,Debit,1540848.23,616086.92,18.57,No,1120.03,No
TXN000260,2022-09-17,2022,September,Q3,CUST1141,GTBank,Branch_13,Corporate,Loan Repayment,Debit,1422934.0,1537818.49,21.24,No,1166.04,No
TXN000107,2022-09-17,2022,September,Q3,CUST1089,Access Bank,Branch_04,Retail,Withdrawal,Debit,952753.81,410815.36,15.14,No,1168.88,No
TXN000052,2022-09-19,2022,September,Q3,CUST1430,UBA,Branch_14,Government,Deposit,Credit,1183989.6,3547570.84,18.1,No,865.34,No
TXN001800,2022-09-19,2022,September,Q3,CUST1253,GTBank,Branch_01,Corporate,Withdrawal,Debit,1155890.23,1061904.84,22.27,Yes,1541.34,No
TXN000438,2022-09-20,2022,September,Q3,CUST1295,FirstBank Nigeria,Branch_06,Government,POS Payment,Debit,1879339.02,2568489.5,6.12,No,1138.62,No
TXN001232,2022-09-21,2022,September,Q3,CUST1412,GTBank,Branch_19,Government,Interest Credit,Credit,514982.87,3657731.7,9.83,No,1007.51,No
TXN001931,2022-09-22,2022,September,Q3,CUST1115,GTBank,Branch_13,Government,POS Payment,Debit,174671.67,1545390.18,12.15,Yes,827.89,No
TXN000164,2022-09-22,2022,September,Q3,CUST1093,Access Bank,Branch_08,Retail,Deposit,Credit,1036445.21,4886964.31,11.28,No,1044.12,No
TXN000973,2022-09-22,2022,September,Q3,CUST1469,Access Bank,Branch_14,Individual,ATM Withdrawal,Debit,1689748.87,4859907.59,23.59,No,1180.05,No
TXN000162,2022-09-23,2022,September,Q3,CUST1411,UBA,Branch_17,Retail,Withdrawal,Debit,,4296982.4,24.49,No,1099.18,No
TXN000819,2022-09-24,2022,September,Q3,CUST1462,GTBank,Branch_19,Government,Interest Credit,Credit,1635883.26,5971095.75,18.13,No,1548.28,No
TXN000418,2022-09-24,2022,September,Q3,CUST1337,UBA,Branch_17,Government,Deposit,Credit,1044327.44,2883826.38,12.54,Yes,1114.61,No
TXN000924,2022-09-24,2022,September,Q3,CUST1349,Zenith Bank,Branch_08,SME,ATM Withdrawal,Debit,1485992.57,2040441.58,16.69,No,1302.71,No
TXN001894,2022-09-25,2022,September,Q3,CUST1067,Access Bank,Branch_08,SME,Wire Transfer,Credit,1701047.73,6826782.89,7.92,No,1066.99,No
TXN000490,2022-09-25,2022,September,Q3,CUST1396,GTBank,Branch_18,Individual,Wire Transfer,Credit,396618.0,396618.0,13.01,No,1273.6,No
TXN001366,2022-09-25,2022,September,Q3,CUST1444,Access Bank,Branch_02,Individual,ATM Withdrawal,Debit,1866073.92,0.0,17.13,No,1324.76,No
TXN000264,2022-09-25,2022,September,Q3,CUST1172,UBA,Branch_15,SME,Wire Transfer,Credit,1788362.24,4547549.39,19.98,Yes,763.84,No
TXN000306,2022-09-25,2022,September,Q3,CUST1314,Zenith Bank,Branch_05,SME,Transfer,Debit,119582.15,927666.55,8.31,No,1408.21,No
TXN000080,2022-09-26,2022,September,Q3,CUST1104,Zenith Bank,Branch_08,Government,Wire Transfer,Credit,243291.45,1615219.83,15.14,No,1353.32,No
TXN001892,2022-09-27,2022,September,Q3,CUST1374,UBA,Branch_20,Retail,Withdrawal,Debit,843209.63,1713248.72,23.62,No,1353.96,No
TXN000096,2022-09-27,2022,September,Q3,CUST1017,FirstBank Nigeria,Branch_18,SME,Interest Credit,Credit,1495087.99,4413978.33,8.84,No,1168.88,No
TXN000619,2022-09-28,2022,September,Q3,CUST1349,Access Bank,Branch_03,Government,ATM Withdrawal,Debit,887998.17,3526434.15,17.75,No,768.73,No
TXN001897,2022-09-28,2022,September,Q3,CUST1114,FirstBank Nigeria,Branch_03,Corporate,Deposit,Credit,1981341.36,1981341.36,7.2,No,1149.22,No
TXN001949,2022-09-28,2022,September,Q3,CUST1094,Access Bank,Branch_17,Retail,POS Payment,Debit,921034.33,4885299.19,11.94,No,1204.55,No
TXN001176,2022-09-29,2022,September,Q3,CUST1377,Zenith Bank,Branch_11,Government,Deposit,Credit,1411974.97,3178156.16,8.88,No,1101.89,No
TXN000953,2022-10-01,2022,October,Q4,CUST1242,FirstBank Nigeria,Branch_05,SME,Deposit,Credit,722036.64,5099819.05,21.64,No,1000.49,No
TXN000290,2022-10-01,2022,October,Q4,CUST1258,Access Bank,Branch_08,Individual,Withdrawal,Debit,1135857.55,0.0,13.76,No,997.92,No
TXN001613,2022-10-02,2022,October,Q4,CUST1497,Access Bank,Branch_10,SME,Deposit,Credit,75563.19,75563.19,18.55,Yes,952.99,No
TXN000557,2022-10-03,2022,October,Q4,CUST1446,FirstBank Nigeria,Branch_05,Retail,Withdrawal,Debit,288419.77,3078407.34,22.31,No,821.96,No
TXN000150,2022-10-04,2022,October,Q4,CUST1245,FirstBank Nigeria,Unknown,Retail,Wire Transfer,Credit,587238.42,1808278.16,6.33,No,1018.26,No
TXN000515,2022-10-05,2022,October,Q4,CUST1299,Access Bank,Branch_07,SME,POS Payment,Debit,902046.27,3790273.9,15.14,No,1500.17,No
TXN001696,2022-10-06,2022,October,Q4,CUST1013,FirstBank Nigeria,Branch_19,Retail,Deposit,Credit,312308.31,346105.04,11.33,No,1300.24,No
TXN000531,2022-10-06,2022,October,Q4,CUST1330,Access Bank,Branch_14,Government,Transfer,Credit,1784170.62,0.0,15.7,No,1538.62,No
TXN001843,2022-10-06,2022,October,Q4,CUST1108,Zenith Bank,Branch_09,Corporate,Wire Transfer,Credit,1006445.82,4989242.18,22.97,Yes,754.3,No
TXN000459,2022-10-07,2022,October,Q4,CUST1093,Zenith Bank,Branch_07,Government,Withdrawal,Debit,1235649.96,3651314.35,10.67,No,1022.55,No
TXN001459,2022-10-08,2022,October,Q4,CUST1155,Zenith Bank,Branch_16,Government,Loan Repayment,Debit,1602549.97,2298081.83,9.08,No,932.0,No
TXN001551,2022-10-08,2022,October,Q4,CUST1153,Zenith Bank,Branch_17,Corporate,POS Payment,Debit,561695.83,2855000.33,21.65,No,1059.22,No
TXN000634,2022-10-08,2022,October,Q4,CUST1386,GTBank,Branch_10,Government,Transfer,Debit,579281.6,2936634.27,14.82,No,1459.4,No
TXN001466,2022-10-09,2022,October,Q4,CUST1472,Access Bank,Branch_20,Retail,ATM Withdrawal,Debit,1383002.44,2742577.79,24.03,No,1286.66,No
TXN001775,2022-10-09,2022,October,Q4,CUST1223,Zenith Bank,Unknown,Government,POS Payment,Debit,303101.72,0.0,24.26,No,1239.39,No
TXN000251,2022-10-10,2022,October,Q4,CUST1261,UBA,Branch_06,Government,POS Payment,Debit,371914.52,1600978.66,17.57,No,1221.68,No
TXN000251,2022-10-10,2022,October,Q4,CUST1261,UBA,Branch_06,Government,POS Payment,Debit,371914.52,1600978.66,17.57,Yes,1221.68,No
TXN001074,2022-10-10,2022,October,Q4,CUST1182,FirstBank Nigeria,Branch_05,Government,Wire Transfer,Credit,1251128.67,4362599.05,22.11,No,1415.03,No
TXN001083,2022-10-10,2022,October,Q4,CUST1218,FirstBank Nigeria,Branch_07,Retail,Wire Transfer,Credit,1794344.88,3902164.09,24.17,No,1041.66,No
TXN000614,2022-10-11,2022,October,Q4,CUST1104,Zenith Bank,Branch_19,Individual,Loan Repayment,Debit,227558.58,1387661.25,14.59,No,1490.46,No
TXN001669,2022-10-12,2022,October,Q4,CUST1292,Zenith Bank,Branch_18,Government,POS Payment,Debit,1510048.55,3173840.03,23.64,No,1406.69,No
TXN000552,2022-10-12,2022,October,Q4,CUST1418,UBA,Branch_20,Corporate,Deposit,Credit,1321932.35,1321932.35,15.14,No,1241.24,No
TXN000632,2022-10-13,2022,October,Q4,CUST1212,UBA,Branch_11,Corporate,Withdrawal,Debit,415963.69,1776615.65,14.52,No,806.2,No
TXN001623,2022-10-13,2022,October,Q4,CUST1013,Access Bank,Branch_20,Corporate,Loan Repayment,Debit,1629985.36,33796.73,8.5,No,1179.97,No
TXN001469,2022-10-13,2022,October,Q4,CUST1455,Zenith Bank,Unknown,SME,Loan Repayment,Debit,1425385.76,843218.92,15.14,No,1244.49,No
TXN001726,2022-10-13,2022,October,Q4,CUST1385,FirstBank Nigeria,Branch_13,Individual,Withdrawal,Debit,1542868.12,1588872.16,18.3,No,1092.29,No
TXN001759,2022-10-13,2022,October,Q4,CUST1489,FirstBank Nigeria,Branch_06,Government,Loan Repayment,Debit,102436.1,0.0,14.25,No,839.84,No
TXN001954,2022-10-15,2022,October,Q4,CUST1000,Access Bank,Branch_16,Government,Wire Transfer,Credit,612687.62,612687.62,15.85,No,1090.78,No
TXN001295,2022-10-15,2022,October,Q4,CUST1030,GTBank,Branch_08,Corporate,Wire Transfer,Credit,1529303.56,5317392.91,20.83,No,1082.55,No
TXN001850,2022-10-16,2022,October,Q4,CUST1116,UBA,Branch_14,Government,Wire Transfer,Credit,1186399.61,3111763.72,16.39,No,1042.92,No
TXN001975,2022-10-16,2022,October,Q4,CUST1459,UBA,Branch_03,Government,Interest Credit,Credit,1506649.85,1506649.85,23.73,Yes,1299.64,No
TXN000396,2022-10-17,2022,October,Q4,CUST1005,FirstBank Nigeria,Branch_03,Retail,Deposit,Credit,1145650.83,4786602.28,12.99,No,1008.99,No
TXN001187,2022-10-17,2022,October,Q4,CUST1392,Zenith Bank,Branch_06,Government,Wire Transfer,Credit,331101.49,1282564.04,5.52,No,1006.09,No
TXN001615,2022-10-17,2022,October,Q4,CUST1113,FirstBank Nigeria,Branch_04,Retail,Withdrawal,Debit,1422755.41,6741830.44,14.14,No,1212.72,No
TXN001147,2022-10-17,2022,October,Q4,CUST1042,Access Bank,Branch_16,Individual,Wire Transfer,Credit,1446203.31,2679809.73,16.27,No,964.22,No
TXN000956,2022-10-17,2022,October,Q4,CUST1187,FirstBank Nigeria,Unknown,Retail,Loan Repayment,Debit,25449.16,4134813.81,21.29,No,1149.3,No
TXN000892,2022-10-18,2022,October,Q4,CUST1096,Zenith Bank,Branch_05,Corporate,Loan Repayment,Debit,1204487.7,3554920.6,9.6,No,1369.74,No
TXN001410,2022-10-18,2022,October,Q4,CUST1188,Zenith Bank,Unknown,Individual,POS Payment,Debit,51417.79,2933425.14,15.14,No,1168.88,No
TXN000980,2022-10-18,2022,October,Q4,CUST1325,FirstBank Nigeria,Branch_14,Government,Interest Credit,Credit,163877.37,1085600.18,22.1,No,1168.88,No
TXN001040,2022-10-18,2022,October,Q4,CUST1438,Zenith Bank,Branch_12,Retail,Wire Transfer,Credit,489113.43,1629378.67,19.58,No,925.36,No
TXN001773,2022-10-19,2022,October,Q4,CUST1197,GTBank,Branch_18,Individual,ATM Withdrawal,Debit,1520218.41,0.0,21.18,No,1214.71,No
TXN001914,2022-10-20,2022,October,Q4,CUST1204,Zenith Bank,Branch_04,Individual,ATM Withdrawal,Debit,762883.05,0.0,11.24,No,1475.43,No
TXN000579,2022-10-22,2022,October,Q4,CUST1055,UBA,Branch_09,Corporate,POS Payment,Debit,1228125.6,0.0,15.14,No,837.79,No
TXN001565,2022-10-23,2022,October,Q4,CUST1228,GTBank,Branch_09,SME,Withdrawal,Debit,650560.67,0.0,13.31,No,1126.9,No
TXN000176,2022-10-23,2022,October,Q4,CUST1187,GTBank,Branch_16,Individual,POS Payment,Debit,80989.68,4531514.03,6.24,Yes,1191.43,No
TXN000087,2022-10-23,2022,October,Q4,CUST1466,Access Bank,Branch_13,Retail,Transfer,Debit,939246.46,1372547.51,23.91,No,1302.36,No
TXN001838,2022-10-24,2022,October,Q4,CUST1408,Zenith Bank,Branch_09,Individual,Withdrawal,Debit,1425683.82,0.0,13.15,No,1168.88,No
TXN000682,2022-10-24,2022,October,Q4,CUST1479,Zenith Bank,Branch_20,SME,Wire Transfer,Credit,1642820.05,4833112.1,5.9,No,779.59,No
TXN000983,2022-10-24,2022,October,Q4,CUST1370,Zenith Bank,Branch_11,Retail,ATM Withdrawal,Debit,301437.31,0.0,14.21,No,846.57,No
TXN000505,2022-10-25,2022,October,Q4,CUST1465,UBA,Branch_06,SME,Transfer,Debit,136094.18,1381212.43,15.63,No,1019.96,No
TXN001566,2022-10-26,2022,October,Q4,CUST1103,GTBank,Unknown,SME,POS Payment,Credit,376407.39,4102802.97,18.15,Yes,1166.43,No
TXN000233,2022-10-26,2022,October,Q4,CUST1252,FirstBank Nigeria,Branch_12,Government,Transfer,Debit,552285.76,0.0,11.2,No,1168.88,No
TXN000875,2022-10-26,2022,October,Q4,CUST1075,FirstBank Nigeria,Branch_19,SME,ATM Withdrawal,Debit,1005004.8,2022249.0,18.58,No,1156.54,No
TXN000506,2022-10-26,2022,October,Q4,CUST1450,FirstBank Nigeria,Branch_09,Government,ATM Withdrawal,Debit,1922411.78,0.0,11.26,Yes,879.16,No
TXN001666,2022-10-28,2022,October,Q4,CUST1207,FirstBank Nigeria,Unknown,Retail,ATM Withdrawal,Debit,752545.6,1862927.41,8.23,No,903.38,No
TXN001499,2022-10-29,2022,October,Q4,CUST1396,Access Bank,Branch_15,SME,Transfer,Debit,793023.36,0.0,15.14,No,964.98,No
TXN000322,2022-10-29,2022,October,Q4,CUST1409,FirstBank Nigeria,Branch_07,Corporate,Wire Transfer,Credit,1898148.44,1808278.16,8.68,No,1168.88,No
TXN000126,2022-10-30,2022,October,Q4,CUST1490,GTBank,Branch_03,Corporate,Withdrawal,Debit,512308.46,3591487.12,8.8,No,900.57,No
TXN001598,2022-10-30,2022,October,Q4,CUST1043,UBA,Branch_06,SME,Wire Transfer,Debit,982532.79,2026279.49,22.79,No,1450.7,No
TXN001408,2022-10-30,2022,October,Q4,CUST1238,Access Bank,Unknown,Individual,POS Payment,Debit,314378.35,3460915.8,13.94,Yes,1137.55,No
TXN000126,2022-10-30,2022,October,Q4,CUST1490,GTBank,Branch_03,Corporate,Withdrawal,Debit,512308.46,3591487.12,15.14,No,900.57,No
TXN001266,2022-10-31,2022,October,Q4,CUST1395,GTBank,Branch_02,Corporate,Interest Credit,Credit,202242.54,5389100.59,15.64,No,1412.54,No
